Date,WONDERLA-EQ O,WONDERLA-EQ H,WONDERLA-EQ L,WONDERLA-EQ C,WONDERLA-EQ V
29/03/2019,304.95,311,301.05,310.1,15926
28/03/2019,303.15,310.8,299,301.95,40425
27/03/2019,301.5,309.75,298,300.2,10357
26/03/2019,305,307.55,301.5,305.45,7232
25/03/2019,311,314,298.8,300.15,53695
22/03/2019,308,313.2,307.85,310.5,25154
20/03/2019,311.5,311.75,307.5,308,11747
19/03/2019,309.5,311.95,307.45,309.9,11773
18/03/2019,312.9,312.9,303.7,309.3,11468
15/03/2019,309.05,310.95,301,309.85,11937
14/03/2019,301.15,311.5,300.1,308.3,20175
13/03/2019,303,309,299.5,306.65,38800
12/03/2019,291,306,291,305.1,122471
11/03/2019,285.45,296,282.4,294.9,48577
08/03/2019,284,284.65,281,282.4,22774
07/03/2019,284,284,281,281.5,16528
06/03/2019,284.5,285.5,281,281.4,249921
05/03/2019,284.3,286.75,278.3,281.65,38751
01/03/2019,279.95,282.45,278,281.45,10501
28/02/2019,274.9,289,273,278.05,23202
27/02/2019,276.1,279.9,268.5,272.2,10064
26/02/2019,274.85,277,272,275.1,9717
25/02/2019,274.9,274.9,272.5,274.15,6325
22/02/2019,275.9,275.9,271.35,273.25,14802
21/02/2019,274,285.2,272,273.8,21702
20/02/2019,274.3,278,269.75,270,706674
19/02/2019,270,273.35,266.75,271.6,11433
18/02/2019,274,274,265.95,269.25,17735
15/02/2019,275.3,281,272,273.65,14349
14/02/2019,282.1,282.55,274.2,275.65,14408
13/02/2019,282.6,286,276.1,279.35,11661
12/02/2019,281,286,275.5,282.5,9665
11/02/2019,288.85,289.9,281,283,7719
08/02/2019,294.95,295,283.7,292.35,12009
07/02/2019,285,295,285,294.5,14176
06/02/2019,289.5,291.4,280.5,288.6,9591
05/02/2019,287.85,292,285.3,289.45,15201
04/02/2019,287.35,289.7,284,288.6,6370
01/02/2019,287,291.9,278.35,288.9,24171
31/01/2019,281.25,284,280,282,5657
30/01/2019,280,284.8,280,282.55,16086
29/01/2019,287.5,287.5,276.8,280.8,16525
28/01/2019,287.9,298,280.4,287.55,66632
25/01/2019,279,288.75,272.2,285,193429
24/01/2019,274.25,276.1,269,272.65,12242
23/01/2019,274,276.65,273.05,274.9,27775
22/01/2019,277.15,279.7,271.85,275.25,12223
21/01/2019,281.9,282,277,277.85,18152
18/01/2019,277.8,280,275.25,277.1,15122
17/01/2019,275.9,278.2,274.15,275.7,64414
16/01/2019,270,277.35,270,273.75,27539
15/01/2019,268.65,273.15,267.85,269.8,114022
14/01/2019,266.25,274,263.25,270.6,21669
11/01/2019,266.25,268.95,262.1,267.25,22277
10/01/2019,262,270,262,265.75,22254
09/01/2019,263.95,264,260.25,262.15,13183
08/01/2019,265,274.65,260.5,262.5,25219
07/01/2019,265,268.75,263.4,265,191398
04/01/2019,264.2,267.8,264,265.25,5324
03/01/2019,269.85,271.2,258.7,263.4,37303
02/01/2019,271.95,273,268,268.3,16054
01/01/2019,269.8,273,269.5,272.1,6499
31/12/2018,272,274.5,267.85,269.95,21648
28/12/2018,273.95,276,268.05,270,29067
27/12/2018,280.7,283.55,270,271.35,26969
26/12/2018,270.4,282.9,269.75,279.3,8683
24/12/2018,281,283.9,270,272.8,27720
21/12/2018,285,285.7,280.1,281.8,9167
20/12/2018,287.2,288.3,283.05,284.35,8876
19/12/2018,284.5,289.55,282,284.65,8583
18/12/2018,281.05,287,281.05,285.05,3744
17/12/2018,285.25,287.55,281.35,283.35,8398
14/12/2018,287.3,291.95,280.95,283,20031
13/12/2018,289.1,292.95,280.05,286.45,30010
12/12/2018,279.6,290,279.6,286.9,7012
11/12/2018,271.55,284.9,269.95,283.4,9230
10/12/2018,277,285,273.55,278.05,7656
07/12/2018,283.75,283.9,277.65,278.55,10311
06/12/2018,290.55,290.55,280.5,283.4,51628
05/12/2018,290.1,295,284,290.55,3851
04/12/2018,293,299,286.7,287.3,13844
03/12/2018,290.65,299.8,286.3,292.2,7270
30/11/2018,290,291.4,285.1,289.45,9698
29/11/2018,285.9,290,284.15,289.1,6518
28/11/2018,286.55,291.05,284.85,285.95,6656
27/11/2018,291.1,292.75,284.25,286.65,8105
26/11/2018,296,296,288,288.45,15005
22/11/2018,291,311,290.5,296.85,98453
21/11/2018,284.6,303.85,280.35,297.5,16216
20/11/2018,285.05,288.55,285.05,286.05,3459
19/11/2018,285.6,289.45,283.15,283.95,7074
16/11/2018,292.35,292.35,286.25,289.95,6632
15/11/2018,290.15,291.9,286.95,289.55,5170
14/11/2018,290.8,294.8,286.3,291.25,11599
13/11/2018,289.5,294,283,290.8,10335
12/11/2018,289.2,289.9,285.05,287.7,5833
09/11/2018,282.7,289.75,281,286.5,18076
07/11/2018,284.85,284.9,277,282.8,5317
06/11/2018,283.6,283.65,275.25,277.1,5936
05/11/2018,284.9,285,280,280.9,8169
02/11/2018,279.75,285.25,278.95,282.6,19411
01/11/2018,282.05,287.55,273.1,277.05,20103
31/10/2018,288.5,288.5,279.2,281.4,13937
30/10/2018,270,290,265,285.8,197470
29/10/2018,270.25,279.9,258.7,272.3,113529
26/10/2018,267.2,271.9,267.2,267.6,18610
25/10/2018,269.35,270,265.05,267.95,7357
24/10/2018,275.3,275.3,268.1,269.5,19324
23/10/2018,272.95,280,265.35,273.05,16076
22/10/2018,275.2,277.15,270.05,273.15,24373
19/10/2018,279.55,279.55,273.65,274.8,52542
17/10/2018,283.65,284,275,276.85,20693
16/10/2018,283.15,285,279.4,280.95,33460
15/10/2018,284,287.85,276.7,280.35,21828
12/10/2018,286.05,290,276.1,278.9,16451
11/10/2018,275.8,296.6,270.5,283.4,32637
10/10/2018,265,279,264.1,276.05,77419
09/10/2018,272.15,275,261,262.7,25945
08/10/2018,278,278,271,271.85,15744
05/10/2018,277.05,283.75,275,277.2,19211
04/10/2018,285,285.95,278.1,280.3,15952
03/10/2018,281.5,293.95,276.45,286.45,13911
01/10/2018,286.7,290,275,282.3,16905
28/09/2018,284.75,300,275.1,286.7,25465
27/09/2018,287.9,294.4,280.25,283.15,9195
26/09/2018,284.25,290,284.25,288.05,15094
25/09/2018,290.1,296.1,282.5,286.15,52790
24/09/2018,304,304,287.5,290.1,29582
21/09/2018,302.05,305.9,292,297.75,19554
19/09/2018,301,306.5,300.1,300.75,9941
18/09/2018,306.15,307.8,300,302.65,15052
17/09/2018,309.5,310.8,304.2,307.25,13305
14/09/2018,303,310.5,296,307.7,19832
12/09/2018,299,300.9,294,299.3,14491
11/09/2018,301.05,301.05,296,297.2,15593
10/09/2018,305,306.05,295,300.85,24742
07/09/2018,312,313.4,297.25,301.8,30871
06/09/2018,310.85,315.2,306,311.8,15504
05/09/2018,308,310,305.1,308.2,0
04/09/2018,311.3,314.4,307,308,36984
03/09/2018,319.9,324.9,310,311.3,50915
31/08/2018,322.8,322.8,316.05,317.25,27831
30/08/2018,320,321,316.1,317.5,32685
29/08/2018,322,324,318.5,319.25,48737
28/08/2018,327.9,329.9,321.1,322.1,24937
27/08/2018,321.45,329,319.8,327.55,40653
24/08/2018,324.8,324.8,318.5,319.6,29973
23/08/2018,318.1,329.05,318.1,321,41183
21/08/2018,330,332.95,324.5,325.2,37420
20/08/2018,340,340,331.3,333,20367
17/08/2018,335.65,342.3,334.2,338.3,31628
16/08/2018,339,342,333,337.8,27410
14/08/2018,337.5,340.85,333.05,339.3,57788
13/08/2018,330,341.9,327.1,336.85,23079
10/08/2018,327.75,335,326.85,331.55,24293
09/08/2018,345,345,323.65,326.85,59644
08/08/2018,348.4,348.4,336.3,337.25,50973
07/08/2018,340,376,336.1,345.8,310994
06/08/2018,342.95,342.95,335,338.65,11680
03/08/2018,338.95,341.85,335.25,337.1,32890
02/08/2018,335,339.7,330,338.55,20056
01/08/2018,337.1,340,330.2,331.95,73187
31/07/2018,335,339.95,335,336.55,28285
30/07/2018,332,338.9,332,334.75,10796
27/07/2018,331.95,339,330.7,336.3,7894
26/07/2018,335.55,336.35,330,330.5,6258
25/07/2018,338.45,343.15,331.85,333.85,8929
24/07/2018,331.05,339.8,331.05,335.15,16331
23/07/2018,336.4,339.9,329.1,330.2,47821
20/07/2018,326.05,340.3,325.05,334.75,15797
19/07/2018,330.05,332.65,325.2,328.2,10622
18/07/2018,329.05,335,325.7,332.5,12661
17/07/2018,334.35,334.35,321.3,329.7,15774
16/07/2018,328.85,334.95,321.25,331.1,20343
13/07/2018,323.5,326.95,323,325.65,8785
12/07/2018,325.3,327.75,323.1,324.25,10320
11/07/2018,330,332.35,324.1,325,11342
10/07/2018,332.4,334.9,326.45,328.55,19613
09/07/2018,339,339,332.45,335.9,12556
06/07/2018,327.65,337.95,321.25,333,12006
05/07/2018,318.4,330,315.6,327.55,15022
04/07/2018,321.7,323.15,318.05,318.8,9044
03/07/2018,327.5,327.5,318,321.1,8022
02/07/2018,321,326,320.5,322.3,11022
29/06/2018,320,324.95,320,323.05,7677
28/06/2018,325.05,325.05,315,318.6,12936
27/06/2018,325,328.9,321.3,322.45,20700
26/06/2018,338.95,338.95,325.05,326.3,22099
25/06/2018,331.95,344,326.05,337.85,11975
22/06/2018,330,348,330,331.7,12562
21/06/2018,332.7,337.5,326.15,335.85,22258
20/06/2018,328,331.8,325.15,327.2,13957
19/06/2018,344,344,320,329.7,18908
18/06/2018,333,336,332,334.35,13565
15/06/2018,341.8,343.45,334,335.15,14047
14/06/2018,344,349.95,338.05,340.35,28794
13/06/2018,335.1,346,333.35,338.15,21256
12/06/2018,336.85,336.85,330.95,334.55,23595
11/06/2018,332,335,332,333.9,85335
08/06/2018,333.1,335,330,334.2,212033
07/06/2018,326.6,335,326.6,333.55,37463
06/06/2018,334,334,323,328.15,38050
05/06/2018,342.2,342.2,331,332.4,19504
04/06/2018,354.95,354.95,337.9,339.1,60223
01/06/2018,344.65,354.85,343,348.4,41946
31/05/2018,348.8,350.9,343,344.65,36039
30/05/2018,347,354.3,345,348.75,17208
29/05/2018,349,353.65,345.6,347.05,29368
28/05/2018,357.1,360.95,347.6,348.85,53822
25/05/2018,364,364.45,355,357.7,16054
24/05/2018,361.85,367.9,359,363.05,5657
23/05/2018,365.05,366,359.1,360.7,4898
22/05/2018,359.9,370,356.9,365.55,15943
21/05/2018,366.1,368.5,354.25,357.6,14648
18/05/2018,375,375,362.3,366.1,24763
17/05/2018,361.5,378,360.25,370.2,89016
16/05/2018,358.45,370,352.25,359.75,10657
15/05/2018,357.05,362,355,358,8303
14/05/2018,365.5,365.5,357,359,9396
11/05/2018,360,366,357.6,361.4,13709
10/05/2018,361.7,364,356,357.45,9230
09/05/2018,363.1,364.85,360,361.7,10105
08/05/2018,366.6,367.25,363,363.85,7775
07/05/2018,362,367.85,362,366.55,11990
04/05/2018,363.15,365.3,360,361.9,6349
03/05/2018,366.7,366.7,362.2,363.2,9172
02/05/2018,368.35,369.45,363.1,367.85,16313
30/04/2018,364.3,372,364.3,369.35,22400
27/04/2018,368.95,369.8,362.35,365.1,16114
26/04/2018,366.5,370.5,362.25,365,12669
25/04/2018,369.8,372,364,366.4,34543
24/04/2018,362.15,374.95,362.15,369.8,252860
23/04/2018,363.6,368.4,363.25,367.3,9477
20/04/2018,364.3,365.95,362,363.6,7111
19/04/2018,367.45,367.45,362,364.2,7334
18/04/2018,365.85,367.95,363.2,366.3,6947
17/04/2018,362.25,366,362.1,364.9,7643
16/04/2018,364.8,365,360,362.7,8593
13/04/2018,371,371,362,365.6,11826
12/04/2018,370,372,363,366.65,14351
11/04/2018,363.95,371.95,358.5,367.85,24893
10/04/2018,370.95,370.95,360.85,362.4,16338
09/04/2018,371.75,372.3,363.55,366.8,53726
06/04/2018,362.55,372,362.45,368.15,13377
05/04/2018,364,368,360.55,366.15,23503
04/04/2018,366.55,368.5,356.15,360,18676
03/04/2018,353.2,364.65,350.1,363,24782
02/04/2018,345,355,342,352.55,18311
28/03/2018,339.9,342.75,336.65,341.6,19332
27/03/2018,341.95,343.5,335,338.85,96457
26/03/2018,340.05,344.3,334.65,337.6,52643
23/03/2018,342.55,342.95,337.2,340.8,25811
22/03/2018,343.95,346.8,340,342.55,30010
21/03/2018,344,348,340,341,28627
20/03/2018,344.95,346,341.3,343.5,21633
19/03/2018,342,348.9,341.95,344.85,28227
16/03/2018,354.55,357.35,339,342.7,139072
15/03/2018,358.75,366.3,350.75,353.85,80678
14/03/2018,357.95,357.95,352.2,355.25,76162
13/03/2018,361.55,363.9,355.4,357.95,32974
12/03/2018,362,363,355,358.05,24241
09/03/2018,364.05,364.05,357.85,361.15,23597
08/03/2018,362.5,363.5,358,360.45,25707
07/03/2018,361.95,366.5,355,361.7,16829
06/03/2018,379.45,379.65,357.75,362.5,48027
05/03/2018,381,381,374,376.7,16347
01/03/2018,378.3,382.95,375.2,380.55,20964
28/02/2018,378,381.9,377,378.25,13943
27/02/2018,376.1,385,376.1,381.65,28336
26/02/2018,375,383.5,375,378.85,22020
23/02/2018,370.65,379,370.65,377.15,9989
22/02/2018,377.9,377.9,371.3,374.6,17172
21/02/2018,379,383,375.1,379.5,18033
20/02/2018,382.9,383.05,375,376.7,20815
19/02/2018,380,385.95,374.05,379.35,22914
16/02/2018,387.35,388.8,383,385.55,26331
15/02/2018,378,387,374.95,385.6,37042
14/02/2018,391.35,391.35,371.25,377.75,50608
12/02/2018,377,388.35,370.75,386.4,136050
09/02/2018,368,383,362.1,366.95,49399
08/02/2018,376,383,368,369.2,61800
07/02/2018,375,384,365,368.65,34258
06/02/2018,360,378.9,354.4,376.1,39086
05/02/2018,379.3,388.8,345,375.35,53368
02/02/2018,378,382.2,367.5,374.15,68104
01/02/2018,376.8,384,369.9,382.3,33245
31/01/2018,388,388,373.55,375.95,39361
30/01/2018,387,391.55,380,386.85,34898
29/01/2018,387.3,397.9,385.05,390.4,33685
25/01/2018,400.85,405,382.5,387.3,53131
24/01/2018,407,408.9,397,405.8,46064
23/01/2018,421,421,405,407,74899
22/01/2018,415,422.8,410,415.35,93685
19/01/2018,419,425,404,415.35,794361
18/01/2018,383.5,395,383.5,390.3,49716
17/01/2018,388.7,393.5,378.9,383.25,37497
16/01/2018,395,395,382.45,385.6,47490
15/01/2018,400,405,392.5,395.55,32252
12/01/2018,401.45,402,391,395,45130
11/01/2018,400,403.8,396,397.5,53845
10/01/2018,405,408,395,399.8,62734
09/01/2018,414,420.9,400.3,403.95,109930
08/01/2018,396,421.95,395.95,410.95,373600
05/01/2018,372,393.7,371,391.55,283950
04/01/2018,364.65,365,360.55,364.05,10861
03/01/2018,360.9,363.75,359.15,361.7,20686
02/01/2018,363,363.05,359.2,360.85,11341
01/01/2018,359.3,362.85,359.3,361.5,9563
29/12/2017,360.1,369.95,359,360.7,21482
28/12/2017,362.4,365.5,357.2,362.45,32597
27/12/2017,370.7,370.7,363,366.35,18604
26/12/2017,369.95,369.95,365.3,367.1,7103
22/12/2017,375,375,364.1,366.35,42201
21/12/2017,366,369.95,360.2,367.6,15197
20/12/2017,361.5,365.8,360.25,363.7,16998
19/12/2017,361.25,366,359,362.65,12762
18/12/2017,365,366.8,348,361.25,21368
15/12/2017,365,365,359.25,360.05,24753
14/12/2017,359,362,359,361.65,17193
13/12/2017,362,362.85,357.45,361.45,13324
12/12/2017,360.85,362,358,360.35,10507
11/12/2017,358,361,354.3,358.8,51302
08/12/2017,360.8,363.9,352,357.25,21127
07/12/2017,352.65,368,352.05,358.95,17839
06/12/2017,356.5,356.5,350,352.6,12976
05/12/2017,357.85,357.85,350.55,353,12590
04/12/2017,352.15,355,350.2,354.45,15409
01/12/2017,357,357,351,352.1,20980
30/11/2017,357.2,359.7,351,355.7,24411
29/11/2017,361,364.55,347.5,353.65,49827
28/11/2017,369.25,369.3,360,360.95,18460
27/11/2017,360.25,367.9,360.25,365.6,9107
24/11/2017,364.1,367.6,362,366.95,12420
23/11/2017,361.05,366.5,361.05,364.1,11635
22/11/2017,364.95,367.8,362.25,365.3,13995
21/11/2017,363.7,368,361,364.85,22176
20/11/2017,371.9,371.9,362.05,364.05,23329
17/11/2017,374.7,374.7,366.1,368.5,41404
16/11/2017,375,375,365,367.7,76562
15/11/2017,388.6,390,377,382.6,38718
14/11/2017,390,395,382.1,388.1,72224
13/11/2017,388.05,393.95,385.55,388.5,33837
10/11/2017,388.05,390.25,387,389.1,23153
09/11/2017,392,392.9,387.05,388.2,33506
08/11/2017,382.8,392,380.4,388.5,95983
07/11/2017,378,388,378,381.8,92686
06/11/2017,367.6,378.95,367.6,377.55,33777
03/11/2017,372.95,374.9,369,373.4,35964
02/11/2017,368.5,374,365.65,370.1,27975
01/11/2017,367.5,370,365.15,369.15,17122
31/10/2017,365.6,368.8,364.75,367.7,10108
30/10/2017,364,369.9,364,367.85,35651
27/10/2017,368,368,362.3,363.9,17275
26/10/2017,370.1,370.1,365,366.7,11287
25/10/2017,367.95,371.8,365,368.4,24886
24/10/2017,370,370,366,367.1,15124
23/10/2017,361.2,372.95,361.2,370.8,22752
19/10/2017,370,370,360.2,365.25,4988
18/10/2017,368.75,370,363.2,367,12679
17/10/2017,367.1,370,362.2,366.15,41907
16/10/2017,372,372,360.25,363.5,22658
13/10/2017,370,372,366,369.6,19163
12/10/2017,362.8,372,362.8,367.8,32529
11/10/2017,370,370,356,362.5,17608
10/10/2017,366,372.95,366,369.05,18483
09/10/2017,375,375,365,371.45,16523
06/10/2017,361,373.7,361,368.95,36000
05/10/2017,361.35,363.8,357.1,361.55,26358
04/10/2017,364.7,364.7,350.25,360.7,32528
03/10/2017,347,360.05,344.5,358.3,39655
29/09/2017,344.3,349.65,342,345.8,14036
28/09/2017,340,348.55,335.25,341.8,16856
27/09/2017,344.85,345.4,338,339.6,19154
26/09/2017,344,351,338.2,342,13697
25/09/2017,353,353,340,344.15,33701
22/09/2017,357,357,350.25,352.9,23820
21/09/2017,356.5,359.6,350.45,357.1,19730
20/09/2017,357,359.5,347.6,356.05,29748
19/09/2017,351,355.8,349,354.5,26412
18/09/2017,355,355.45,348,350.9,16114
15/09/2017,347,352,345,348.05,14730
14/09/2017,350.8,353.7,347.05,350.25,17651
13/09/2017,350.15,354,349.95,351.45,16315
12/09/2017,349.9,353.6,347.65,350.75,12378
11/09/2017,350,353.45,346.5,348.15,17680
08/09/2017,353.75,355,347.6,350.3,13525
07/09/2017,358,361.65,352,353.7,30051
06/09/2017,350.55,354,349,350,20007
05/09/2017,356.45,356.45,350,350.5,12863
04/09/2017,345.6,360.75,342.6,352.95,46504
01/09/2017,340.55,346.9,340.55,345.9,19093
31/08/2017,340.2,342,337.25,341.05,52658
30/08/2017,341.05,344.85,338,340.15,53647
29/08/2017,339.5,342,338,338.95,34121
28/08/2017,341,341.05,337,338.25,21590
24/08/2017,337.5,339,335.05,337.75,19531
23/08/2017,336,338.15,332.5,333.9,24381
22/08/2017,343,344.05,335.05,335.4,18027
21/08/2017,341.2,344.5,339,340.15,10017
18/08/2017,342.7,343.95,340.55,341.15,12977
17/08/2017,340.25,344,340.15,342.55,13621
16/08/2017,341.2,342.2,338.5,339.45,10286
14/08/2017,345,345,336.1,339.25,10113
11/08/2017,340,340,330,337.4,24005
10/08/2017,349,349,338.1,340.45,27812
